community
"['55662', '35197']"
"['55612', '49692', '3768', '49692']"
"['46013', '7225', '47167', '12231']"
"['47411', '28708', '42303', '47411']"
"['32073', '4760', '671', '10314']"
"['50769', '5067', '22173', '44540']"
"['53321', '27066', '43880', '43400']"
"['34113', '29958', '48444', '12312']"
"['46759', '15553', '8972', '43287']"
"['52190', '28784', '42041', '26549']"
"['52024', '7126', '23862', '43547']"
"['38205', '13947', '53295', '26532']"
"['37066', '13951', '40341', '6545']"
"['58622', '39537', '15912', '53632']"
"['37759', '9922', '21881', '9922']"
"['54132', '18519', '33053', '47629']"
"['28689', '20717', '38147', '28084']"
"['57621', '41955', '54727', '50839']"
"['39493', '33292', '17924', '28369']"
"['38840', '32949', '30449', '39649']"
"['44213', '43337', '45062', '31149']"
"['56064', '4537', '28718', '57062']"
"['32383', '1274', '34682', '1274']"
"['53674', '52771', '53674', '12708']"
"['37638', '6886', '39120', '37638']"
"['14948', '36', '36356', '32599']"
"['51984', '24958', '16209', '41072']"
"['58364', '21115', '7020', '56923']"
"['7644', '5626', '5626', '5626']"
"['56656', '42400', '57386', '25589']"
"['28761', '3159', '38273', '36309']"
"['45366', '19096', '26970', '37682']"
"['57451', '40885', '44699', '2308']"
"['45090', '16322', '55522', '45090']"
"['36677', '13978', '13978', '36677']"
"['57567', '16780', '25906', '31412']"
"['30569', '3317', '30736', '18526']"
"['34885', '20647', '195', '195']"
"['46262', '28309', '19063', '28309']"
"['54382', '45273', '2842', '40656']"
"['44045', '2935', '44045', '7647']"
"['57400', '39820', '8225', '53422']"
"['56004', '2933', '44288', '22472']"
"['47949', '23639', '47949', '27944']"
"['10528', '8593', '48554', '42149']"
"['33064', '6927', '1651', '6927']"
"['14535', '10995', '52979', '10478']"
"['29230', '28611', '10943', '58351']"
"['51809', '1336', '18184', '18184']"
"['36181', '33516', '22130', '11559']"
"['51669', '2819', '51183', '41389']"
"['37986', '9273', '9273', '9273']"
"['55082', '27834', '2318', '52180']"
"['26869', '5339', '12269', '23869']"
"['15787', '8895', '21088', '15787']"
"['53873', '50936', '46169', '24362']"
"['36310', '30815', '26765', '41143']"
"['54546', '47101', '18226', '9611']"
"['48761', '35283', '23791', '35283']"
"['23605', '9668', '49602', '43013']"
"['25273', '14280', '17582', '25273']"
"['56552', '38729', '56552', '8328']"
"['33067', '16928', '31600', '49257']"
"['31895', '30209', '24741', '2156']"
"['39181', '1367', '1367', '16575']"
"['56607', '6690', '10240', '42929']"
"['17960', '16073', '1217', '3886']"
"['29965', '7400', '20446', '36476']"
"['35831', '8107', '39047', '3047']"
"['14277', '5935', '5935', '23425']"
"['43429', '7585', '2036', '31645']"
"['50527', '20310', '18479', '40508']"
"['33194', '2005', '36857', '31238']"
"['5288', '1989', '16668', '5288']"
"['49941', '21058', '21058', '21058']"
"['19504', '13279', '45235', '7791']"
"['53076', '48061', '44974', '300']"
"['30376', '15094', '39366', '3708']"
"['36546', '19768', '20486', '46453']"
"['26592', '7384', '45891', '3284']"
"['38318', '24099', '38318', '38671']"
"['50945', '5468', '950', '11868']"
"['58192', '17544', '46527', '52212']"
"['42256', '39405', '49604', '31782']"
"['42100', '3813', '24799', '19314']"
"['49274', '40951', '41474', '37626']"
"['56049', '42159', '14175', '18565']"
"['58462', '229', '734', '45063']"
"['40120', '9644', '47640', '8972']"
"['47875', '47351', '53867', '53867']"
"['58438', '34278', '440', '58438']"
"['51682', '38753', '14850', '46651']"
"['40651', '3099', '39089', '18946']"
"['52735', '18321', '43633', '57399']"
"['42980', '21711', '28544', '22765']"
"['46275', '35321', '5885', '35321']"
"['43389', '7676', '18480', '42205']"
"['57782', '2862', '30402', '3303']"
"['17861', '8043', '8623', '16421']"
"['27651', '12777', '18598', '32865']"
"['54209', '10809', '39662', '50707']"
"['39351', '16995', '45554', '42828']"
"['9279', '6057', '4600', '4600']"
"['35414', '21736', '57961', '46117']"
"['10246', '9149', '38821', '46382']"
"['47429', '18700', '22649', '19465']"
"['49229', '22076', '22200', '35981']"
"['31002', '26474', '41688', '25500']"
"['48739', '36962', '33137', '25905']"
"['41715', '40332', '19902', '16879']"
"['44263', '2910', '44373', '17976']"
"['38696', '37352', '42032', '6959']"
"['20973', '18393', '36931', '13163']"
"['43023', '3657', '2066', '29126']"
"['33682', '24950', '33682', '24950']"
"['35324', '4716', '13393', '3648']"
"['53526', '2189', '47026', '22832']"
"['32251', '23385', '30532', '9738']"
"['16082', '6369', '31769', '23449']"
"['25428', '13875', '38064', '6934']"
"['34916', '16550', '43505', '21182']"
"['53990', '22144', '26135', '34708']"
"['57438', '34893', '38044', '38044']"
"['56909', '5108', '39479', '26541']"
"['21250', '13950', '21250', '4407']"
"['40955', '28133', '15653', '33822']"
"['55825', '29887', '35842', '7736']"
"['56710', '21301', '55086', '36155']"
"['52943', '4604', '42367', '43705']"
"['48152', '36599', '34845', '9835']"
"['50171', '37308', '57182', '38869']"
"['50710', '3234', '27730', '2010']"
"['52508', '12422', '16660', '54522']"
"['42875', '26702', '42875', '35885']"
"['41449', '23103', '13768', '41449']"
"['56271', '12743', '58558', '11025']"
"['35832', '17889', '23670', '26740']"
"['44527', '30694', '32704', '55223']"
"['57008', '37420', '44884', '30597']"
"['32591', '28893', '1722', '29275']"
"['47393', '26953', '15849', '45327']"
"['9010', '502', '52034', '25932']"
"['33779', '26199', '16547', '36657']"
"['29241', '28452', '414', '11076']"
"['25718', '25610', '25610', '44465']"
"['17398', '9247', '58403', '19183']"
"['49403', '30787', '46780', '30787']"
"['50387', '48017', '5216', '44274']"
"['10199', '1630', '46676', '56397']"
"['57155', '56758', '23794', '1105']"
"['20877', '12958', '20877', '0']"
"['55188', '7647', '50932', '54798']"
"['19545', '8065', '40982', '33402']"
"['16168', '16074', '3466', '29065']"
"['48627', '43485', '7235', '43485']"
"['35840', '32594', '31222', '26652']"
"['34019', '27251', '7044', '32811']"
"['13453', '6719', '43427', '8172']"
"['45601', '6620', '24056', '34987']"
"['33776', '9191', '52871', '9191']"
"['31246', '14513', '57833', '32098']"
"['51932', '6255', '31018', '44392']"
"['57925', '39260', '14423', '50868']"
"['49999', '13424', '57820', '24250']"
"['28203', '20068', '37530', '3288']"
"['50629', '22546', '47537', '41660']"
"['33051', '25343', '30226', '46930']"
"['14237', '10151', '10943', '27557']"
"['55676', '40216', '3100', '40216']"
"['52340', '26865', '4042', '50707']"
"['36854', '31950', '43527', '12148']"
"['51323', '3991', '33488', '36814']"
"['53345', '34396', '34396', '34086']"
"['41483', '15584', '30681', '32475']"
"['39207', '28587', '19079', '14343']"
"['41802', '17378', '55920', '58465']"
"['47883', '36780', '51286', '28487']"
"['46234', '7485', '7485', '38389']"
"['54890', '25157', '8059', '1073']"
"['28631', '3823', '28631', '45653']"
"['45696', '42778', '7900', '22069']"
"['43534', '1327', '33163', '1327']"
"['27908', '9688', '31414', '25924']"
"['3079', '181', '57869', '39690']"
"['41710', '21945', '9217', '4679']"
"['41679', '32576', '24112', '24818']"
"['14991', '5587', '21163', '35403']"
"['56923', '6512', '1661', '12454']"
"['23018', '15375', '34347', '7806']"
"['46879', '4212', '13693', '52912']"
"['57396', '38261', '25533', '39225']"
"['26334', '25139', '36288', '39302']"
"['53953', '9125', '35403', '9125']"
"['41730', '29427', '51748', '51748']"
"['56539', '48050', '9613', '56250']"
"['5258', '1282', '44554', '44742']"
"['35343', '4227', '33308', '49690']"
"['9318', '7630', '32784', '11370']"
"['49530', '16145', '17741', '43874']"
"['52140', '2865', '14430', '30035']"
"['47855', '8007', '10642', '24971']"
"['14782', '8005', '2234', '276']"
"['51547', '41305', '51547', '557']"
"['15348', '11508', '13776', '12571']"
"['7689', '5006', '27215', '5006']"
"['48132', '4228', '11090', '31600']"
"['50573', '34464', '1789', '45789']"
"['47069', '10477', '19783', '22477']"
"['36056', '28963', '24270', '817']"
"['22052', '20775', '5663', '49778']"
"['56370', '49496', '5320', '49496']"
"['57914', '36876', '22587', '41068']"
"['27687', '7389', '21076', '21076']"
"['48130', '37527', '45407', '48130']"
"['38805', '32314', '38805', '31747']"
"['50715', '19149', '15618', '52625']"
"['26508', '23394', '30841', '26080']"
"['40385', '24948', '37162', '56407']"
"['45918', '3149', '25975', '17013']"
"['44195', '44095', '40133', '12443']"
"['25347', '11565', '13568', '50391']"
"['18533', '17308', '54905', '1552']"
"['57182', '18199', '50171', '17448']"
"['51256', '14731', '20272', '51256']"
"['53462', '38752', '414', '46615']"
"['29336', '13357', '30049', '37140']"
"['52239', '15353', '39398', '55875']"
"['50325', '17880', '43407', '40810']"
"['27922', '19619', '30601', '14153']"
"['43240', '20194', '30908', '55686']"
"['37113', '13070', '13070', '46577']"
"['13289', '8104', '43941', '16524']"
"['25934', '799', '25934', '36362']"
"['28996', '7944', '37875', '23069']"
"['50470', '29140', '11002', '29140']"
"['44358', '40688', '45458', '45458']"
"['56777', '19401', '46686', '19401']"
"['58388', '22905', '5293', '54086']"
"['53358', '6780', '2112', '2513']"
"['41132', '27664', '20267', '17698']"
"['42888', '34222', '45355', '1492']"
"['25007', '11095', '43794', '43794']"
"['54406', '44800', '15666', '46690']"
"['44836', '30255', '52612', '30255']"
"['57024', '14401', '41607', '35940']"
"['52941', '9429', '43880', '41261']"
"['44814', '40935', '5293', '31149']"
"['56703', '41661', '35741', '2055']"
"['46884', '5091', '17530', '3212']"
"['38585', '25197', '18040', '4502']"
"['52201', '45330', '55391', '47127']"
"['49827', '13741', '36658', '48840']"
"['57842', '13096', '53036', '1382']"
"['31987', '5156', '5156', '5156']"
"['22823', '10136', '27926', '43253']"
"['32953', '27212', '19470', '43792']"
"['47550', '35555', '6289', '11267']"
"['55092', '29726', '18277', '53216']"
"['54160', '40568', '44688', '18849']"
"['48266', '10684', '3436', '23544']"
"['46987', '23103', '41449', '23103']"
"['52657', '20298', '52657', '10348']"
"['58625', '27803', '52931', '7512']"
"['24402', '15007', '8467', '17276']"
"['19483', '5569', '7129', '35885']"
"['52056', '45581', '21289', '20763']"
"['51813', '26479', '38408', '34768']"
"['44365', '32343', '41265', '11519']"
"['50587', '594', '341', '57274']"
"['12401', '5311', '31832', '12401']"
"['40464', '36328', '56741', '5473']"
"['43339', '14803', '43339', '41247']"
"['34048', '32997', '56346', '53758']"
"['50716', '2411', '46981', '13726']"
"['18148', '12026', '7025', '18148']"
"['30886', '2952', '48222', '25098']"
"['55890', '48932', '29960', '37819']"
"['23390', '40', '43793', '40']"
"['29391', '1569', '44091', '16199']"
"['36490', '33061', '22106', '33061']"
"['42312', '36239', '48733', '1394']"
"['14918', '2001', '27789', '43127']"
"['49969', '49238', '8178', '486']"
"['58235', '36976', '37143', '18415']"
"['27950', '12007', '25282', '33176']"
"['19466', '11991', '11991', '33981']"
"['56124', '45046', '40259', '56104']"
"['19349', '3587', '28378', '1630']"
"['43624', '41847', '27456', '39849']"
"['46360', '29407', '12202', '29407']"
"['22425', '16799', '54265', '26510']"
"['39675', '10537', '38406', '58396']"
"['44749', '28261', '22019', '19729']"
"['18932', '6358', '6358', '34633']"
"['33293', '9677', '2515', '21992']"
"['46283', '18078', '474', '23443']"
"['58079', '22339', '54066', '41916']"
"['49871', '37346', '22326', '41248']"
"['54234', '41530', '7835', '30596']"
"['38327', '10719', '22698', '36547']"
"['52212', '29312', '44531', '52212']"
"['41256', '17026', '26184', '3824']"
"['52226', '23624', '12279', '3450']"
"['37561', '23563', '6148', '23905']"
"['32557', '5583', '39094', '57292']"
"['57959', '56029', '21890', '21890']"
"['26262', '18540', '26262', '43550']"
"['53283', '22230', '3776', '45702']"
"['44248', '36129', '57357', '26416']"
"['31644', '27077', '23597', '40334']"
"['35646', '2384', '54019', '2384']"
"['5509', '2645', '21546', '58370']"
"['31098', '24397', '21878', '47859']"
"['42635', '16896', '22326', '21185']"
"['46197', '9227', '30579', '22465']"
"['56529', '11754', '45945', '29404']"
"['34104', '299', '44996', '34104']"
"['44256', '8647', '45786', '26047']"
"['56702', '31800', '39879', '24897']"
"['21848', '15147', '9181', '52069']"
"['49648', '27156', '55619', '55424']"
"['53063', '2316', '31822', '33551']"
"['44054', '16751', '29329', '16572']"
"['39551', '34203', '22395', '25396']"
"['50366', '26610', '41153', '22921']"
"['58486', '18005', '21365', '54232']"
"['21857', '20545', '55129', '14515']"
"['21945', '20150', '4679', '21945']"
"['51096', '23303', '5984', '30994']"
"['55548', '6185', '7062', '5099']"
"['23735', '13093', '13093', '34204']"
"['4178', '3199', '24569', '3199']"
"['36853', '7727', '36853', '48111']"
"['40559', '3804', '32327', '15782']"
"['54081', '3476', '55761', '13115']"
"['30059', '1094', '54976', '20300']"
"['36576', '7105', '568', '4374']"
"['10285', '9609', '12318', '24780']"
"['45020', '43186', '30025', '54309']"
"['22207', '18909', '37043', '33431']"
"['57874', '20917', '37919', '9887']"
"['24882', '18326', '10168', '1226']"
"['18576', '2448', '2448', '57797']"
"['45587', '30114', '50887', '47670']"
"['57533', '36755', '53891', '19891']"
"['15851', '15361', '21528', '7874']"
"['51579', '44373', '41698', '30048']"
"['41722', '35242', '32509', '7007']"
"['40533', '28596', '53407', '10130']"
"['39007', '17024', '38123', '23780']"
"['57235', '5288', '9083', '55321']"
"['26403', '17114', '51262', '26403']"
"['57117', '19854', '22', '42649']"
"['25475', '4107', '55677', '55677']"
"['36135', '24667', '39935', '1646']"
"['52197', '9772', '21648', '56171']"
"['35344', '12797', '4927', '24477']"
"['23343', '2426', '3896', '36712']"
"['41929', '36306', '22545', '36173']"
"['47843', '43336', '5984', '39376']"
"['36756', '28765', '22536', '23171']"
"['51628', '4646', '28678', '41772']"
"['18502', '8847', '20845', '21855']"
"['52899', '5862', '49642', '5862']"
"['52785', '45487', '33060', '47714']"
"['45078', '30227', '632', '44229']"
"['34029', '16306', '8858', '33221']"
"['32594', '3528', '16827', '39239']"
"['42010', '26895', '28128', '40265']"
"['27361', '6285', '29419', '12289']"
"['30709', '10245', '11416', '9579']"
"['56742', '35694', '17677', '37175']"
"['49703', '6690', '31709', '35703']"
"['42162', '4309', '9860', '22654']"
"['44523', '25288', '36356', '3005']"
"['42745', '3412', '28145', '1022']"
"['8289', '1142', '3375', '28404']"
"['49006', '25587', '10002', '48321']"
"['30849', '8881', '34945', '24304']"
"['24414', '23367', '50737', '50737']"
"['44219', '12133', '12133', '36108']"
"['56850', '20148', '1661', '9982']"
"['18481', '12757', '18481', '49694']"
"['41316', '22898', '19996', '33983']"
"['55809', '51417', '14366', '52316']"
"['48848', '40140', '49690', '40140']"
"['57314', '11079', '38352', '9807']"
"['57298', '55186', '39726', '30846']"
"['31097', '12158', '44056', '43368']"
"['27216', '7888', '39892', '4965']"
"['15028', '5298', '12482', '15028']"
"['53724', '33134', '33134', '12870']"
"['13980', '13970', '13980', '18867']"
"['27564', '21740', '7279', '26502']"
"['39310', '28877', '2608', '13147']"
"['11075', '659', '47119', '3037']"
"['47208', '43912', '49004', '37979']"
"['31655', '7925', '12120', '15726']"
"['55161', '41154', '15077', '48937']"
"['43695', '18423', '27505', '14014']"
"['38141', '32523', '38141', '32523']"
"['34128', '24131', '4990', '40230']"
"['14568', '7959', '24972', '46874']"
"['50547', '44995', '47232', '16644']"
"['12862', '12063', '43614', '56766']"
"['50822', '17317', '5776', '48258']"
"['57387', '38992', '54124', '45985']"
"['9647', '1832', '45629', '7496']"
"['39169', '15447', '36309', '55098']"
"['46742', '12933', '12085', '45468']"
"['44553', '5581', '3607', '8919']"
"['47008', '27302', '34391', '43943']"
"['36998', '30255', '52612', '34708']"
"['53819', '46466', '26198', '172']"
"['34015', '15792', '18006', '56908']"
"['43441', '37838', '3831', '8852']"
"['36749', '35973', '44302', '5242']"
"['12037', '4475', '8080', '21290']"
"['41390', '11745', '29069', '52414']"
"['46201', '19618', '23141', '42513']"
"['14868', '10663', '25421', '22326']"
"['34662', '20978', '5126', '56898']"
"['13995', '6853', '3207', '3431']"
"['46563', '40001', '24106', '7004']"
"['13025', '10559', '13025', '49604']"
"['40875', '38640', '11013', '15186']"
"['32273', '8752', '8752', '30910']"
"['44648', '3831', '55247', '40583']"
"['24603', '12345', '24603', '49949']"
"['6977', '3287', '2533', '49221']"
"['45311', '21926', '21926', '34318']"
"['40667', '26813', '14172', '36968']"
"['45760', '41928', '45760', '31654']"
"['34348', '30310', '21069', '40213']"
"['58201', '45759', '10521', '31116']"
"['49620', '16676', '43860', '300']"
"['43918', '1287', '1131', '24556']"
"['57586', '5921', '22555', '33111']"
"['8509', '4965', '30465', '26711']"
"['46652', '36653', '24642', '36653']"
"['40530', '38565', '4485', '46245']"
"['54966', '11905', '23258', '23258']"
"['34739', '17797', '34996', '15605']"
"['53845', '27434', '43788', '36274']"
"['55739', '49424', '32087', '33280']"
"['56577', '46256', '1454', '46256']"
"['39192', '38243', '9298', '11731']"
"['13939', '2176', '52492', '50511']"
"['39383', '35169', '50954', '55249']"
"['53022', '8194', '31817', '17770']"
"['40038', '1340', '40038', '4355']"
"['49318', '44505', '8523', '58018']"
"['27097', '12906', '20077', '20894']"
"['24585', '18639', '14703', '28100']"
"['54481', '49462', '24129', '45724']"
"['56430', '18558', '34556', '51547']"
"['34495', '15769', '29093', '26316']"
"['16307', '11436', '17524', '17524']"
"['49432', '25111', '47371', '10404']"
"['53268', '26491', '39156', '53268']"
"['50631', '20732', '11637', '8671']"
"['44516', '11791', '31108', '27197']"
"['57721', '55127', '38854', '55204']"
"['45891', '24337', '11759', '52537']"
"['45628', '10295', '43031', '10295']"
"['43917', '29711', '6735', '44772']"
"['19189', '17270', '38231', '29865']"
"['55187', '40378', '55187', '28250']"
"['36674', '25129', '25129', '27857']"
"['21940', '4334', '27791', '37993']"
"['10554', '3254', '3254', '10554']"
"['50291', '30868', '1316', '5864']"
"['15966', '13504', '27765', '37343']"
"['48639', '31228', '828', '4857']"
"['56765', '22293', '30806', '32759']"
"['46139', '22042', '46139', '24765']"
"['29765', '16275', '5242', '31345']"
"['55019', '17081', '17081', '55019']"
"['37261', '22504', '8603', '50854']"
"['44479', '37949', '48796', '39200']"
"['31199', '10898', '4202', '41037']"
"['38354', '1682', '41911', '58313']"
"['51198', '976', '57824', '17292']"
"['18399', '11552', '23109', '41106']"
"['19249', '13976', '10501', '13976']"
"['52699', '36902', '16088', '24620']"
"['51498', '34165', '56515', '55507']"
"['54450', '5327', '16920', '2084']"
"['48213', '35183', '16504', '46879']"
"['23644', '22232', '46123', '23644']"
"['51409', '38048', '9688', '42075']"
"['34304', '2706', '46011', '42766']"
"['37503', '32515', '17137', '47086']"
"['30833', '3282', '9798', '2977']"
"['3791', '745', '17528', '23884']"
"['54195', '11515', '54195', '19600']"
"['55856', '7456', '7157', '37921']"
"['49379', '47208', '55982', '49119']"
"['25717', '3959', '58491', '25717']"
"['14561', '13139', '29311', '8011']"
"['43385', '15645', '42194', '27542']"
"['36984', '20179', '51649', '49987']"
"['33372', '6894', '55410', '55410']"
"['48526', '38565', '6580', '55922']"
"['55642', '18470', '42246', '18739']"
"['29856', '6767', '7097', '8473']"
"['27065', '9635', '9635', '11899']"
"['58643', '45043', '51312', '32150']"
"['46124', '21488', '18243', '48241']"
"['30183', '255', '54121', '37915']"
"['20799', '15257', '55286', '14412']"
"['51772', '30476', '30192', '43157']"
"['55178', '48821', '45701', '4062']"
"['32482', '18457', '36529', '47423']"
"['52088', '13993', '54696', '12084']"
"['53146', '36734', '48943', '34631']"
"['43246', '12976', '10429', '15464']"
"['26467', '2385', '2385', '27458']"
"['54658', '35476', '5998', '42630']"
"['48971', '1722', '21079', '36114']"
"['49609', '44814', '5840', '4863']"
"['54734', '11136', '54734', '49702']"
"['41396', '32181', '7606', '36099']"
"['40724', '32608', '22121', '43516']"
"['44460', '6031', '15494', '12123']"
"['38893', '15253', '38893', '45498']"
"['45205', '7498', '56863', '23188']"
"['49364', '24014', '28819', '304']"
"['30836', '20496', '19189', '56795']"
"['44679', '41573', '27697', '35183']"
"['44515', '38277', '32181', '13594']"
"['44996', '16878', '28383', '57602']"
"['56066', '12577', '2250', '20381']"
"['43769', '13017', '12912', '2956']"
"['33441', '6092', '14908', '39429']"
"['57624', '8853', '12311', '46806']"
"['48682', '4921', '8858', '23219']"
"['40043', '13076', '45841', '57243']"
"['25827', '15262', '27682', '36966']"
"['14971', '483', '20733', '24442']"
"['19389', '6364', '35879', '5704']"
"['55669', '3550', '23197', '14276']"
"['24146', '6576', '16033', '42875']"
"['28391', '16886', '52354', '40016']"
"['37968', '1683', '13640', '13640']"
"['39912', '5056', '39912', '5056']"
"['52943', '5389', '55933', '44984']"
"['35376', '14449', '1998', '21654']"
"['21101', '16418', '16418', '51175']"
"['48741', '5444', '8250', '48741']"
"['26024', '15708', '37527', '39830']"
"['10221', '2581', '54830', '27894']"
"['52444', '18785', '26918', '15251']"
"['37560', '26166', '29810', '26166']"
"['52174', '11672', '32224', '52174']"
"['37099', '27561', '48035', '36137']"
"['20665', '17741', '25558', '16852']"
"['50142', '43848', '14149', '14502']"
"['40849', '22500', '45766', '40740']"
"['3980', '1062', '50391', '29812']"
"['51551', '13296', '25601', '7411']"
"['52264', '24800', '9157', '34197']"
"['49685', '29654', '31008', '50545']"
"['52609', '45476', '49760', '6']"
"['55359', '23750', '56128', '20388']"
"['54905', '44041', '40507', '3255']"
"['15401', '1919', '29365', '49518']"
"['57711', '41676', '6806', '41676']"
"['26137', '16052', '6229', '16052']"
"['41948', '24097', '50924', '19090']"
"['42554', '32568', '13964', '43747']"
"['25680', '14527', '5651', '14527']"
"['24273', '3137', '24897', '4863']"
"['52367', '51767', '35158', '52367']"
"['42180', '32442', '32442', '43633']"
"['11189', '2106', '17657', '29109']"
"['12308', '10007', '40758', '54607']"
"['35301', '15371', '17174', '28375']"
"['26156', '25229', '34448', '40043']"
"['27809', '4045', '27809', '18506']"
"['36678', '11440', '11440', '45285']"
"['53291', '41285', '19874', '4024']"
"['50766', '14690', '33831', '50766']"
"['43168', '35767', '35767', '41113']"
"['43030', '11928', '30124', '7939']"
"['54292', '49812', '9013', '26435']"
"['27816', '25701', '34633', '44455']"
"['55869', '41222', '37993', '41580']"
"['45693', '35953', '8580', '40202', '44773']"
"['10430', '1966', '32290', '26665', '11214']"
"['37107', '19576', '39398', '13530', '5136']"
"['34318', '29946', '12986', '7961', '19215']"
"['53895', '6210', '50143', '7469', '5702']"
"['47623', '28132', '28132', '40933', '7643']"
"['34919', '12070', '3988', '12070', '12070']"
"['32726', '7930', '37452', '27769', '43079']"
"['58153', '22039', '44913', '55150', '37989']"
"['55501', '11695', '17393', '17393', '55730']"
"['28666', '2394', '15475', '30999', '2394']"
"['55695', '22931', '4962', '5508', '15984']"
"['53727', '20462', '50557', '46538', '23894']"
"['40603', '28061', '46532', '51683', '45124']"
"['55882', '55828', '14314', '35643', '55828']"
"['49664', '35995', '57137', '16247', '30447']"
"['47755', '42203', '24090', '30121', '41934']"
"['21223', '6801', '25940', '45005', '52240']"
"['57197', '32127', '3436', '32127', '32536']"
"['47326', '42620', '51790', '26943', '400']"
"['41957', '24829', '17235', '24829', '55152']"
"['52411', '41975', '52411', '16792', '11776']"
"['27118', '6380', '11807', '16144', '3750']"
"['39266', '25876', '27184', '16992', '55605']"
"['34994', '13078', '16992', '34533', '41373']"
"['15245', '1667', '15245', '53278', '15154']"
"['52264', '9157', '38253', '24800', '36406']"
"['47785', '24713', '54933', '20340', '50396']"
"['49139', '22503', '25708', '58331', '28142']"
"['35971', '33954', '22144', '47993', '53990']"
"['37876', '17361', '1215', '13905', '49040']"
"['40936', '6569', '35544', '11011', '33560']"
"['52681', '45857', '52681', '30547', '49065']"
"['31629', '8984', '46391', '45304', '194']"
"['56664', '9425', '6967', '41560', '8791']"
"['24852', '109', '16942', '36621', '54493']"
"['52825', '7111', '28124', '3832', '18643']"
"['53266', '10353', '58018', '41506', '49769']"
"['50150', '45133', '17811', '19291', '49644']"
"['47426', '16490', '45410', '24843', '4882']"
"['43888', '1300', '56259', '48573', '54391']"
"['51390', '43083', '41384', '42812', '23477']"
"['57293', '31856', '7315', '57293', '7315']"
"['51847', '19269', '44600', '37626', '38889']"
"['20730', '15432', '51099', '16806', '5734']"
"['56001', '11197', '56001', '15860', '57991']"
"['39253', '19452', '19662', '47789', '43834']"
"['45444', '29795', '51047', '7527', '10329']"
"['50816', '40101', '16641', '32159', '37890']"
"['26799', '12792', '23108', '54477', '28338']"
"['11118', '9046', '46639', '2060', '3415']"
"['50286', '4791', '53419', '4791', '11950']"
"['53541', '640', '8909', '50423', '40856']"
"['35737', '5467', '53354', '57413', '55204']"
"['49432', '32586', '32586', '11635', '41135']"
"['45535', '30070', '31496', '2477', '42092']"
"['20408', '5755', '17114', '6683', '41535']"
"['39123', '16301', '42513', '2453', '42360']"
"['29469', '9117', '15951', '29738', '41074']"
"['38087', '32286', '23712', '19267', '35949']"
"['57801', '16992', '3864', '1427', '9705']"
"['34130', '15603', '56847', '35602', '9236']"
"['32762', '28901', '49536', '49523', '46378']"
"['37318', '26068', '7668', '23957', '45175']"
"['56906', '56573', '25500', '1953', '56327']"
"['19621', '15318', '2531', '3069', '29051']"
"['27323', '17663', '54768', '27002', '17480']"
"['52692', '6608', '16448', '4780', '16504']"
"['35794', '34510', '35794', '1862', '2997']"
"['27780', '27569', '27780', '45330', '2794']"
"['30639', '15872', '8266', '45764', '7066']"
"['5013', '1131', '22554', '45053', '11600']"
"['44577', '25704', '21505', '56732', '47916']"
"['28369', '22400', '9040', '15707', '15707']"
"['44346', '10358', '40520', '43380', '9729']"
"['52796', '44273', '41028', '28431', '34774']"
"['52845', '6504', '19682', '24724', '17132']"
"['20435', '5578', '29217', '50034', '17948']"
"['52260', '35480', '26869', '21444', '10895']"
"['46560', '19311', '28087', '39370', '31228']"
"['30507', '288', '15924', '29858', '29858']"
"['58485', '44073', '15703', '45101', '30411']"
"['42770', '35677', '15759', '17341', '22045']"
"['40753', '4339', '17392', '19060', '885']"
"['58277', '16506', '58277', '50551', '36970']"
"['12392', '10001', '10001', '18120', '15727']"
"['41402', '5624', '28166', '35548', '51137']"
"['38562', '31563', '4563', '6454', '24341']"
"['43498', '19547', '46037', '33143', '24056']"
"['31052', '7896', '12082', '6973', '32829']"
"['50493', '48239', '47090', '7687', '55244']"
"['28846', '24726', '28846', '31073', '35948']"
"['43584', '23523', '23523', '300', '45236']"
"['19513', '11945', '9856', '14790', '4442']"
"['53068', '47860', '38419', '39483', '20240']"
"['37659', '20643', '54949', '52750', '18988']"
"['57868', '35373', '13026', '42909', '15453']"
"['39756', '4624', '32788', '49135', '39756']"
"['26426', '2650', '40564', '19338', '3255']"
"['32321', '23023', '32321', '56373', '18117']"
"['50804', '5130', '22505', '50804', '41686']"
"['56810', '54975', '23716', '53843', '49599']"
"['26805', '11692', '31139', '32625', '18247']"
"['54778', '16214', '45354', '11006', '16214']"
"['39190', '20364', '20364', '24335', '10161']"
"['52485', '41413', '51449', '58011', '7655']"
"['41494', '24424', '10010', '43787', '52408']"
"['56315', '5828', '24669', '48142', '41354']"
"['26894', '9895', '41596', '38313', '41184']"
"['48204', '12637', '44997', '31650', '46678']"
"['28074', '26458', '16632', '2212', '21965']"
"['12933', '1460', '27321', '43864', '7646']"
"['54655', '1822', '1822', '13166', '26377']"
"['42790', '32892', '12520', '33932', '49690']"
"['41242', '19294', '5262', '9815', '9815']"
"['47801', '649', '33215', '32473', '14860']"
"['46587', '33231', '6724', '810', '35400']"
"['27800', '15958', '25539', '55720', '33722']"
"['52249', '37142', '36656', '24486', '36656']"
"['50096', '29291', '55343', '48040', '21776']"
"['36006', '34811', '32135', '34533', '24485']"
"['44478', '679', '39578', '23147', '26916']"
"['19364', '17345', '17345', '519', '44027']"
"['35031', '15545', '20566', '25115', '32507']"
"['55756', '5566', '56186', '4371', '15227']"
